date,close,broken_net_rate,bn_z10y,erp,breadth,new_low,vol_ratio,ret5,vol_temp,rsi14,bias60,drawdown,margin_chg5,limit_up_rate,limit_down_rate,max_consec_limit,n_sample,asi_v2,coverage,zone_v2,asi_v2_noerp,asi_v2_nolvspec,asi_v1
2007-04-17,3611.87,0.0,-1.76,,70.67,0.0,1.427,4.87,80.14,85.23,19.96,0.0,,6.22,0.0,2,209,88.3,0.9,Greed,88.3,89.9,88.0
2007-04-18,3612.4,0.0,-1.75,,75.03,0.0,1.327,3.35,67.63,85.25,19.43,0.0,,7.0,0.5,2,199,85.5,0.9,Greed,85.5,87.0,88.2
2007-04-19,3449.02,0.0,-1.75,,60.1,0.0,1.518,-2.32,31.11,62.79,13.59,-4.52,,1.905,9.524,3,210,71.3,0.9,Optimistic,71.3,73.1,79.3
2007-04-20,3584.2,0.0,-1.74,,72.32,0.0,1.21,1.87,56.37,69.86,17.56,-0.78,,10.048,0.478,3,209,80.7,0.9,Greed,80.7,81.7,83.6
2007-04-23,3710.89,0.0,-1.73,,71.83,0.0,1.421,3.18,68.57,74.71,21.2,0.0,,8.213,0.483,4,207,84.4,0.9,Greed,84.4,85.6,86.9
2007-04-24,3720.53,0.0,-1.73,,66.72,0.0,1.51,3.01,69.25,75.04,21.01,0.0,,6.604,0.472,3,212,84.2,0.9,Greed,84.2,85.6,86.3
2007-04-25,3743.96,0.0,-1.72,,58.22,0.0,1.308,3.64,69.03,75.87,21.26,0.0,,3.398,0.0,3,206,83.5,0.9,Greed,83.5,85.0,82.6
2007-04-26,3783.06,0.0,-1.72,,69.09,0.0,1.007,9.69,68.7,77.22,21.92,0.0,,3.98,0.498,5,201,84.8,0.9,Greed,84.8,86.2,83.2
2007-04-27,3759.87,0.0,-1.71,,56.7,0.0,1.135,4.9,71.91,74.55,20.6,-0.61,,4.878,0.488,5,205,83.8,0.9,Greed,83.8,85.1,80.4
2007-04-30,3841.27,0.0,-1.7,,49.97,0.0,1.254,3.51,66.97,77.49,22.63,0.0,,9.95,0.498,6,200,83.3,0.9,Greed,83.3,84.2,79.8
2007-05-08,3950.01,0.0,-1.7,,59.37,0.0,1.367,6.17,79.29,80.69,25.42,0.0,,14.493,0.483,7,207,87.8,0.9,Greed,87.8,88.9,84.6
2007-05-09,4013.09,0.0,-1.69,,60.53,0.0,1.762,7.19,90.9,82.27,26.6,0.0,,7.282,0.0,8,206,90.7,0.9,Greed,90.7,91.9,87.2
2007-05-10,4049.7,0.0,-1.69,,59.7,0.0,1.428,7.05,81.08,83.13,26.91,0.0,,4.5,0.0,4,200,88.1,0.9,Greed,88.1,89.6,85.4
2007-05-11,4021.68,0.0,-1.68,,60.15,0.0,1.161,6.96,73.24,79.93,25.15,-0.69,,3.571,0.51,5,196,85.8,0.9,Greed,85.8,87.4,83.1
2007-05-14,4046.39,0.0,-1.67,,58.05,0.0,1.142,5.34,72.66,80.64,24.99,-0.08,,5.941,0.495,6,202,85.9,0.9,Greed,85.9,87.2,82.4
2007-05-15,3899.18,0.0,-1.67,,44.06,0.0,1.272,-1.29,37.99,65.76,19.69,-3.72,,3.465,3.465,7,202,72.3,0.9,Optimistic,72.3,73.5,74.4
2007-05-16,3986.04,0.0,-1.66,,53.7,0.0,1.059,-0.67,40.7,69.35,21.57,-1.57,,6.03,0.503,2,199,75.1,0.9,Optimistic,75.1,76.1,77.4
2007-05-17,4048.29,0.0,-1.66,,59.05,0.0,1.114,-0.03,44.45,71.65,22.65,-0.03,,6.341,0.0,2,205,77.3,0.9,Optimistic,77.3,78.2,80.7
2007-05-18,4030.26,0.0,-1.65,,61.83,0.0,1.039,0.21,45.15,70.01,21.31,-0.48,,2.105,0.0,2,190,77.1,0.9,Optimistic,77.1,78.4,80.2
2007-05-21,4072.22,0.0,-1.65,,67.73,0.0,1.233,0.64,49.37,71.64,21.8,0.0,,9.756,0.488,4,205,79.3,0.9,Optimistic,79.3,80.1,83.9
2007-05-22,4110.38,0.0,-1.64,,77.2,0.0,1.357,5.42,78.97,73.06,22.16,0.0,,6.468,0.995,5,201,86.5,0.9,Greed,86.5,88.0,87.4
2007-05-23,4173.71,0.0,-1.64,,76.86,0.0,1.246,4.71,73.98,75.29,23.27,0.0,,5.392,0.0,6,204,86.3,0.9,Greed,86.3,87.4,87.0
2007-05-24,4151.13,0.0,-1.63,,65.41,0.0,1.385,2.54,63.56,72.98,21.9,-0.54,,4.0,0.0,7,200,82.4,0.9,Greed,82.4,83.5,84.6
2007-05-25,4179.78,0.0,-1.63,,67.8,0.0,1.17,3.71,66.15,74.06,22.04,0.0,,3.59,1.026,7,195,83.2,0.9,Greed,83.2,84.6,83.9
2007-05-28,4272.11,0.0,-1.62,,67.76,0.0,1.349,4.91,78.15,77.25,23.99,0.0,,5.911,0.0,8,203,87.3,0.9,Greed,87.3,88.4,86.0
2007-05-29,4334.92,0.0,-1.62,,68.34,0.0,1.289,5.46,76.98,79.12,24.87,0.0,,7.353,0.0,9,204,87.8,0.9,Greed,87.8,88.7,86.2
2007-05-30,4053.09,0.0,-1.61,,52.04,0.0,1.388,-2.89,27.64,56.58,16.1,-6.5,,1.923,68.75,10,208,69.1,0.9,Optimistic,69.1,70.5,74.4
2007-05-31,4109.65,0.0,-1.61,,51.31,0.49,1.284,-1.0,39.8,59.1,16.99,-5.2,,3.791,27.962,7,211,71.8,0.9,Optimistic,71.8,73.2,74.5
2007-06-01,4000.74,0.0,-1.6,,39.88,0.48,1.187,-4.28,20.55,52.75,13.26,-7.71,,0.472,51.887,8,212,64.9,0.9,Optimistic,64.9,66.4,66.7
2007-06-04,3670.4,0.0,-1.6,,24.49,1.93,0.84,-14.08,21.2,39.05,3.47,-15.33,,0.476,69.524,9,210,59.8,0.9,Neutral,59.8,60.9,49.5
2007-06-05,3767.1,0.0,-1.59,,20.11,1.43,1.149,-13.1,16.96,43.67,5.74,-13.1,,7.981,4.225,1,213,60.0,0.9,Optimistic,60.0,60.6,54.5
2007-06-06,3776.32,0.0,-1.59,,32.06,0.47,1.056,-6.83,18.23,44.1,5.56,-12.89,,7.442,0.93,2,215,62.7,0.9,Optimistic,62.7,62.9,57.3
2007-06-07,3890.8,0.0,-1.58,,44.88,0.0,1.023,-5.33,18.68,49.32,8.28,-10.25,,14.884,0.465,3,215,65.9,0.9,Optimistic,65.9,65.9,64.0
2007-06-08,3913.14,0.0,-1.58,,56.67,0.0,0.97,-2.19,32.96,50.3,8.41,-9.73,,4.245,0.943,3,212,69.9,0.9,Optimistic,69.9,70.7,67.7
2007-06-11,3995.68,0.0,-1.57,,70.36,0.0,0.953,8.86,67.11,53.84,10.17,-7.83,,10.185,0.926,4,216,79.8,0.9,Optimistic,79.8,80.8,73.2
2007-06-12,4072.14,0.0,-1.57,,73.3,0.0,1.06,8.1,70.26,56.9,11.71,-6.06,,10.28,1.402,5,214,81.5,0.9,Greed,81.5,82.6,76.9
2007-06-13,4176.48,0.0,-1.56,,77.03,0.0,1.178,10.6,73.73,60.73,13.91,-3.66,,15.278,0.0,6,216,84.0,0.9,Greed,84.0,84.8,80.8
2007-06-14,4115.21,0.0,-1.56,,62.94,0.0,0.97,5.77,67.63,57.5,11.65,-5.07,,2.347,1.878,7,213,80.1,0.9,Greed,80.1,81.7,73.5
2007-06-15,4132.87,0.0,-1.55,,57.73,0.0,0.759,5.62,61.41,58.19,11.52,-4.66,,2.857,1.429,8,210,78.7,0.9,Optimistic,78.7,79.9,69.1
2007-06-18,4253.35,0.0,-1.55,,61.42,0.0,0.902,6.45,65.62,62.64,14.13,-1.88,,8.411,0.467,9,214,81.8,0.9,Greed,81.8,82.5,74.8
2007-06-19,4269.52,0.0,-1.55,,60.8,0.0,0.869,4.85,63.99,63.21,13.94,-1.51,,5.581,0.0,10,215,81.6,0.9,Greed,81.6,82.3,74.2
2007-06-20,4181.32,0.0,-1.54,,47.61,0.0,0.94,0.12,43.83,58.04,11.03,-3.54,,1.878,3.286,11,213,74.1,0.9,Optimistic,74.1,75.3,68.3
2007-06-21,4230.82,0.0,-1.54,,50.56,0.0,0.782,2.81,53.31,60.02,11.77,-2.4,,4.245,1.415,3,212,77.0,0.9,Optimistic,77.0,78.3,68.0
2007-06-22,4091.45,0.0,-1.53,,44.45,0.0,0.83,-1.0,38.19,52.51,7.61,-5.62,,0.948,22.749,1,211,69.9,0.9,Optimistic,69.9,72.2,62.6
2007-06-25,3941.08,0.0,-1.53,,28.38,0.95,0.704,-7.34,23.06,45.85,3.28,-9.09,,0.0,42.523,1,214,61.0,0.9,Optimistic,61.0,63.1,51.2
2007-06-26,3973.37,0.0,-1.52,,28.43,0.0,0.652,-6.94,23.78,47.4,3.75,-8.34,,4.265,0.0,1,211,64.2,0.9,Optimistic,64.2,64.7,51.2
2007-06-27,4078.6,0.0,-1.52,,41.55,0.0,0.663,-2.46,32.53,52.18,6.08,-5.91,,3.791,0.474,2,211,68.9,0.9,Optimistic,68.9,69.7,58.5
2007-06-28,3914.2,0.0,-1.51,,35.44,0.49,0.688,-7.48,23.29,45.26,1.49,-9.71,,0.478,38.756,1,209,61.2,0.9,Optimistic,61.2,63.0,52.2
2007-06-29,3820.7,0.0,-1.51,,35.1,0.98,0.609,-6.62,24.37,41.86,-1.21,-11.86,,0.485,16.505,1,206,59.3,0.9,Neutral,59.3,60.9,48.7
2007-07-02,3836.29,0.0,-1.51,,46.63,0.49,0.526,-2.66,32.32,42.63,-1.05,-11.5,,6.22,0.957,1,209,63.9,0.9,Optimistic,63.9,64.4,51.9
2007-07-03,3899.72,0.0,-1.5,,48.44,0.47,0.495,-1.85,34.67,45.79,0.32,-10.04,,1.86,0.465,2,215,65.4,0.9,Optimistic,65.4,66.2,53.8
2007-07-04,3816.16,0.0,-1.5,,35.51,0.47,0.403,-6.43,27.21,42.47,-2.05,-11.97,,0.469,1.878,1,213,60.2,0.9,Optimistic,60.2,61.4,47.1
2007-07-05,3615.87,0.0,-1.49,,35.58,2.86,0.455,-7.62,26.49,35.77,-7.31,-16.59,,0.0,24.057,1,212,54.3,0.9,Neutral,54.3,55.9,42.2
2007-07-06,3781.35,0.0,-1.49,,53.08,0.0,0.583,-1.03,37.25,43.68,-3.26,-12.77,,16.432,0.0,1,213,65.3,0.9,Optimistic,65.3,65.4,54.0
2007-07-09,3883.22,0.0,-1.49,,59.11,0.0,0.606,1.22,44.65,47.92,-0.85,-10.42,,5.714,0.0,2,210,69.0,0.9,Optimistic,69.0,69.4,58.8
2007-07-10,3853.02,0.0,-1.48,,47.82,0.48,0.559,-1.2,36.65,46.8,-1.8,-11.12,,0.948,2.844,3,211,64.0,0.9,Optimistic,64.0,65.2,53.5
2007-07-11,3865.72,0.0,-1.48,,58.45,0.0,0.378,1.3,41.84,47.36,-1.63,-10.82,,2.381,0.0,1,210,67.4,0.9,Optimistic,67.4,68.3,56.6
2007-07-12,3915.99,0.0,-1.47,,68.7,0.0,0.411,8.3,51.21,49.62,-0.51,-9.66,,1.422,0.474,2,211,71.0,0.9,Optimistic,71.0,72.2,60.6
2007-07-13,3914.39,0.0,-1.47,,55.83,0.0,0.347,3.52,46.15,49.55,-0.72,-9.7,,0.476,0.476,1,210,68.5,0.9,Optimistic,68.5,69.9,56.8
2007-07-16,3821.92,0.0,-1.47,,39.66,0.97,0.363,-1.58,35.3,45.39,-3.16,-11.83,,0.478,5.742,1,209,61.5,0.9,Optimistic,61.5,63.0,48.7
2007-07-17,3896.19,0.0,-1.46,,53.77,0.48,0.376,1.12,41.4,49.09,-1.39,-10.12,,2.381,0.476,1,210,66.7,0.9,Optimistic,66.7,67.7,55.6
2007-07-18,3930.06,0.0,-1.46,,47.71,0.48,0.492,1.66,44.38,50.72,-0.67,-9.34,,0.957,0.957,1,209,67.1,0.9,Optimistic,67.1,68.5,54.4
2007-07-19,3912.94,0.0,-1.46,,47.45,0.48,0.386,-0.08,38.77,49.85,-1.29,-9.73,,0.957,0.0,2,209,66.0,0.9,Optimistic,66.0,66.8,53.8
2007-07-20,4058.85,0.0,-1.45,,60.59,0.0,0.669,3.69,54.16,56.69,2.18,-6.37,,3.318,0.0,1,211,73.8,0.9,Optimistic,73.8,75.0,64.4
2007-07-23,4213.36,0.0,-1.45,,77.24,0.0,0.987,10.24,68.11,62.52,5.85,-2.8,,11.848,0.0,2,211,80.8,0.9,Greed,80.8,81.6,76.8
2007-07-24,4210.33,0.0,-1.44,,68.0,0.0,0.905,8.06,65.72,62.34,5.56,-2.87,,2.381,0.0,2,210,79.0,0.9,Optimistic,79.0,80.4,73.4
2007-07-25,4323.97,0.0,-1.44,,78.34,0.0,0.773,10.02,61.83,66.21,8.14,-0.25,,4.785,0.0,3,209,80.5,0.9,Greed,80.5,81.6,76.3
2007-07-26,4346.46,0.0,-1.44,,83.36,0.0,0.823,11.08,63.29,66.93,8.45,0.0,,2.83,0.0,4,212,81.3,0.9,Greed,81.3,82.6,78.4
2007-07-27,4345.36,0.0,-1.43,,78.69,0.0,0.833,7.06,63.61,66.86,8.16,-0.03,,2.381,0.0,1,210,80.6,0.9,Greed,80.6,82.3,77.4
2007-07-30,4440.77,0.0,-1.43,,76.21,0.0,0.94,5.4,66.74,70.01,10.26,0.0,,2.871,0.0,2,209,82.5,0.9,Greed,82.5,84.1,79.9
2007-07-31,4471.03,0.0,-1.43,,79.98,0.0,0.911,6.19,65.88,70.96,10.77,0.0,,5.742,0.0,3,209,83.2,0.9,Greed,83.2,84.4,80.7
2007-08-01,4300.56,0.0,-1.42,,63.52,0.0,1.067,-0.54,41.44,59.57,6.42,-3.81,,1.914,11.962,2,209,72.2,0.9,Optimistic,72.2,74.1,73.8
2007-08-02,4407.73,0.0,-1.42,,65.67,0.0,0.84,1.41,48.51,63.53,8.92,-1.42,,9.091,0.0,3,209,76.7,0.9,Optimistic,76.7,77.3,73.6
2007-08-03,4560.77,0.0,-1.42,,62.6,0.0,0.995,4.96,68.13,68.31,12.45,0.0,,3.846,0.0,2,207,82.2,0.9,Greed,82.2,83.6,77.6
2007-08-06,4628.11,0.0,-1.41,,59.92,0.0,0.969,4.22,63.82,70.16,13.84,0.0,,4.306,0.0,1,209,81.3,0.9,Greed,81.3,82.9,77.2
2007-08-07,4651.23,0.0,-1.41,,54.47,0.0,1.012,4.03,63.99,70.79,14.05,0.0,,3.349,0.478,1,209,80.6,0.9,Greed,80.6,82.4,76.1
2007-08-08,4663.16,0.0,-1.41,,57.82,0.0,1.041,8.43,69.72,71.13,14.03,0.0,,1.914,1.435,2,209,82.1,0.9,Greed,82.1,84.0,77.7
2007-08-09,4754.1,0.0,-1.4,,51.75,0.0,0.857,7.86,64.3,73.64,15.92,0.0,,2.885,0.0,3,208,81.2,0.9,Greed,81.2,82.6,74.2
2007-08-10,4749.37,0.0,-1.4,,43.66,0.0,0.899,4.14,61.64,73.29,15.47,-0.1,,2.913,1.942,4,206,79.4,0.9,Optimistic,79.4,81.0,71.7
2007-08-13,4820.06,0.0,-1.4,,36.82,0.0,1.012,4.15,64.6,75.22,16.83,0.0,,1.429,1.429,2,210,79.7,0.9,Optimistic,79.7,81.6,71.5
2007-08-14,4872.78,0.0,-1.39,,48.33,0.0,0.79,4.76,61.38,76.59,17.75,0.0,,6.635,0.0,3,211,81.4,0.9,Greed,81.4,82.5,73.0
2007-08-15,4869.88,0.0,-1.39,,49.85,0.0,0.818,4.43,60.79,76.34,17.35,-0.06,,1.887,0.472,2,212,80.7,0.9,Greed,80.7,82.4,73.8
2007-08-16,4765.45,0.0,-1.39,,49.06,0.0,0.827,0.24,43.4,67.8,14.55,-2.2,,3.318,0.0,3,210,75.0,0.9,Optimistic,75.0,76.0,70.8
2007-08-17,4656.57,0.0,-1.38,,52.72,0.0,0.844,-1.95,34.17,60.24,11.72,-4.44,,0.943,0.943,1,212,71.5,0.9,Optimistic,71.5,73.1,69.3
2007-08-20,4904.85,0.0,-1.38,,64.07,0.0,0.927,1.76,51.34,68.79,17.38,0.0,,4.225,0.0,1,213,78.9,0.9,Optimistic,78.9,80.3,78.4
2007-08-21,4955.21,0.0,-1.38,,57.57,0.0,0.987,1.69,51.92,70.19,18.29,0.0,,3.756,0.469,2,212,78.4,0.9,Optimistic,78.4,79.8,77.7
2007-08-22,4980.07,0.0,-1.37,,63.86,0.0,1.035,2.26,55.56,70.88,18.45,0.0,,4.265,0.474,3,211,79.9,0.9,Optimistic,79.9,81.3,80.5
2007-08-23,5032.49,0.0,-1.37,,64.5,0.0,0.962,5.6,67.4,72.34,19.26,0.0,,4.225,0.0,2,212,82.7,0.9,Greed,82.7,84.1,80.2
2007-08-24,5107.67,0.0,-1.37,,68.04,0.0,1.069,9.69,70.53,74.34,20.51,0.0,,3.286,0.0,2,213,84.1,0.9,Greed,84.1,85.7,83.0
2007-08-27,5150.12,0.0,-1.37,,56.04,0.0,1.149,5.0,72.88,75.41,20.81,0.0,,6.512,0.0,3,215,84.3,0.9,Greed,84.3,85.6,80.5
2007-08-28,5194.69,0.0,-1.36,,53.78,0.0,1.043,4.83,68.9,76.53,21.18,0.0,,5.189,0.0,2,212,83.4,0.9,Greed,83.4,84.8,78.9
2007-08-29,5109.43,0.0,-1.36,,46.95,0.0,1.006,2.6,56.72,70.0,18.58,-1.64,,4.673,0.935,3,214,77.9,0.9,Optimistic,77.9,79.2,74.1
2007-08-30,5167.88,0.0,-1.36,,52.54,0.0,1.017,2.69,57.4,71.77,19.34,-0.52,,5.581,0.0,3,215,79.5,0.9,Optimistic,79.5,80.5,76.9
2007-08-31,5218.82,0.0,-1.35,,54.02,0.0,1.048,2.18,55.35,73.26,19.92,0.0,,3.256,0.0,4,215,79.4,0.9,Optimistic,79.4,80.6,78.3
2007-09-03,5321.06,0.0,-1.35,,63.03,0.0,1.28,3.32,66.37,76.0,21.65,0.0,,6.22,0.0,5,209,83.8,0.9,Greed,83.8,84.9,83.9
2007-09-04,5294.05,0.0,-1.35,,60.3,0.0,1.227,1.91,56.86,73.85,20.47,-0.51,,0.0,0.478,1,209,79.4,0.9,Optimistic,79.4,81.8,82.1
2007-09-05,5310.72,0.0,-1.34,,64.08,0.0,0.985,3.94,62.89,74.33,20.33,-0.19,,2.347,0.469,1,213,81.7,0.9,Greed,81.7,83.6,80.9
2007-09-06,5393.66,0.0,-1.34,,57.3,0.0,1.109,4.37,68.28,76.64,21.62,0.0,,4.369,0.0,2,206,83.5,0.9,Greed,83.5,85.0,81.0
2007-09-07,5277.18,0.0,-1.34,,48.68,0.0,1.249,1.12,52.43,67.46,18.49,-2.16,,1.923,3.365,1,208,76.0,0.9,Optimistic,76.0,78.1,76.3
2007-09-10,5355.29,0.0,-1.34,,46.24,0.0,1.065,0.64,47.62,70.05,19.75,-0.71,,5.392,0.0,2,204,76.4,0.9,Optimistic,76.4,77.4,75.1
2007-09-11,5113.97,0.0,-1.33,,41.46,0.0,1.15,-3.4,25.88,55.39,13.99,-5.19,,1.442,16.346,2,208,67.9,0.9,Optimistic,67.9,69.6,68.3
2007-09-12,5172.63,0.0,-1.33,,45.16,0.0,1.017,-2.6,30.82,57.7,14.88,-4.1,,4.831,0.483,1,207,70.7,0.9,Optimistic,70.7,71.7,69.2
2007-09-13,5273.59,0.0,-1.33,,49.01,0.0,0.913,-2.23,32.89,61.42,16.67,-2.23,,5.238,0.0,2,209,72.7,0.9,Optimistic,72.7,73.5,71.0
2007-09-14,5312.18,0.0,-1.32,,58.72,0.0,1.003,0.66,47.07,62.77,17.0,-1.51,,3.846,0.0,2,208,77.0,0.9,Optimistic,77.0,78.1,76.0
2007-09-17,5421.39,0.0,-1.32,,61.66,0.0,1.124,1.23,51.49,66.35,18.76,0.0,,3.81,0.0,3,210,79.0,0.9,Optimistic,79.0,80.1,79.9
2007-09-18,5425.21,0.0,-1.32,,68.72,0.0,1.092,6.09,71.21,66.47,18.21,0.0,,3.382,0.483,1,207,83.4,0.9,Greed,83.4,85.3,81.3
2007-09-19,5395.27,0.0,-1.32,,60.58,0.0,0.953,4.3,63.81,64.5,17.0,-0.55,,0.948,0.474,2,211,80.8,0.9,Greed,80.8,82.7,76.5
2007-09-20,5470.06,0.0,-1.31,,58.2,0.0,0.92,3.73,60.28,67.12,17.96,0.0,,3.302,0.0,3,212,80.6,0.9,Greed,80.6,81.9,76.3
2007-09-21,5454.67,0.0,-1.31,,49.66,0.0,0.989,2.68,56.81,66.04,16.94,-0.28,,2.844,0.474,4,211,78.7,0.9,Optimistic,78.7,80.1,73.8
2007-09-24,5485.01,0.0,-1.31,,43.24,0.0,0.87,1.17,47.89,67.16,16.9,0.0,,4.306,0.0,1,209,76.2,0.9,Optimistic,76.2,77.4,70.2
2007-09-25,5425.88,0.0,-1.31,,42.33,0.0,1.025,0.01,44.01,62.81,15.02,-1.08,,0.935,0.467,1,213,74.2,0.9,Optimistic,74.2,75.9,70.2
2007-09-26,5338.52,0.0,-1.3,,42.06,0.0,0.672,-1.05,37.47,56.95,12.56,-2.67,,1.402,0.467,1,214,72.1,0.9,Optimistic,72.1,73.6,62.8
2007-09-27,5409.4,0.0,-1.3,,42.05,0.0,0.622,-1.11,37.11,60.2,13.34,-1.38,,0.957,0.478,1,209,72.5,0.9,Optimistic,72.5,74.1,63.3
2007-09-28,5552.3,0.0,-1.3,,55.5,0.0,0.852,1.79,50.31,65.8,15.62,0.0,,2.857,0.0,1,210,77.8,0.9,Optimistic,77.8,79.3,73.5
2007-10-08,5692.76,0.0,-1.29,,53.93,0.0,1.014,3.79,62.84,70.23,17.81,0.0,,2.381,0.952,1,210,80.1,0.9,Greed,80.1,82.0,76.8
2007-10-09,5715.89,0.0,-1.29,,57.95,0.0,0.878,5.34,64.92,70.9,17.53,0.0,,3.721,0.0,2,215,81.5,0.9,Greed,81.5,82.9,76.4
2007-10-10,5771.46,0.0,-1.29,,58.35,0.0,0.974,8.11,67.73,72.5,17.9,0.0,,0.469,0.469,3,213,81.8,0.9,Greed,81.8,83.7,78.2
2007-10-11,5913.23,0.0,-1.29,,50.51,0.0,0.99,9.31,68.22,76.11,19.98,0.0,,2.765,0.461,4,217,82.6,0.9,Greed,82.6,84.1,77.0
2007-10-12,5903.26,0.0,-1.28,,36.05,0.0,1.237,6.32,75.47,75.36,18.98,-0.17,,3.271,3.271,5,214,82.3,0.9,Greed,82.3,84.1,73.9
2007-10-15,6030.09,0.0,-1.28,,35.53,0.0,1.012,5.93,68.86,78.28,20.64,0.0,,1.852,0.926,3,216,81.6,0.9,Greed,81.6,83.4,72.5
2007-10-16,6092.06,0.0,-1.28,,37.02,0.0,0.896,6.58,65.45,79.56,21.0,0.0,,2.791,0.0,4,215,81.8,0.9,Greed,81.8,83.1,71.8
2007-10-17,6036.28,0.0,-1.28,,39.28,0.0,0.72,4.59,58.74,75.27,19.06,-0.92,,3.256,0.0,5,215,79.4,0.9,Optimistic,79.4,80.5,68.6
2007-10-18,5825.28,0.0,-1.27,,38.82,0.47,0.704,-1.49,35.97,61.71,14.18,-4.38,,2.304,2.765,3,217,70.1,0.9,Optimistic,70.1,71.4,63.3
2007-10-19,5818.05,0.0,-1.27,,41.5,0.48,0.555,-1.44,35.9,61.3,13.39,-4.5,,1.395,0.93,1,215,70.2,0.9,Optimistic,70.2,71.6,61.9
2007-10-22,5667.33,0.0,-1.27,,37.17,0.0,0.55,-6.02,25.19,53.39,9.93,-6.97,,0.465,4.651,1,215,66.4,0.9,Optimistic,66.4,68.2,56.9
2007-10-23,5773.39,0.0,-1.27,,34.61,0.0,0.597,-5.23,24.54,57.54,11.42,-5.23,,0.467,0.935,1,214,67.2,0.9,Optimistic,67.2,68.6,58.5
2007-10-24,5843.11,0.0,-1.26,,30.58,0.0,0.621,-3.2,30.18,60.06,12.22,-4.09,,0.943,1.887,1,212,68.5,0.9,Optimistic,68.5,70.1,58.5
2007-10-25,5562.39,0.0,-1.26,,27.5,0.98,0.743,-4.51,24.4,47.77,6.41,-8.69,,1.905,41.905,2,210,63.5,0.9,Optimistic,63.5,65.1,53.4
2007-10-26,5589.63,0.0,-1.26,,29.67,0.49,0.536,-3.93,28.54,48.86,6.51,-8.25,,0.943,3.302,1,212,65.3,0.9,Optimistic,65.3,66.9,51.6
2007-10-29,5748.0,0.0,-1.26,,39.22,0.99,0.527,1.42,44.19,54.79,9.08,-5.65,,2.885,0.481,1,208,71.1,0.9,Optimistic,71.1,72.3,57.5
2007-10-30,5897.19,0.0,-1.25,,45.32,0.0,0.576,2.14,47.14,59.55,11.41,-3.2,,5.742,0.0,2,209,75.1,0.9,Optimistic,75.1,76.0,62.8
2007-10-31,5954.77,0.0,-1.25,,59.76,0.0,0.762,1.91,49.38,61.24,11.91,-2.25,,5.14,0.0,3,214,77.5,0.9,Optimistic,77.5,78.4,71.1
2007-11-01,5914.28,0.0,-1.25,,62.26,0.96,0.703,6.33,59.76,59.36,10.63,-2.92,,1.389,3.704,2,214,77.5,0.9,Optimistic,77.5,79.6,70.0
2007-11-02,5777.81,0.0,-1.25,,57.58,1.44,0.649,3.37,52.57,53.4,7.67,-5.16,,0.93,2.791,1,215,73.4,0.9,Optimistic,73.4,75.4,64.8
2007-11-05,5634.45,0.0,-1.25,,59.3,0.0,0.706,-1.98,34.18,47.95,4.67,-7.51,,3.704,1.389,1,216,69.7,0.9,Optimistic,69.7,70.9,63.2
2007-11-06,5536.57,0.0,-1.24,,56.09,0.0,0.5,-6.12,25.87,44.6,2.57,-9.12,,3.687,0.0,2,217,66.6,0.9,Optimistic,66.6,67.2,57.3
2007-11-07,5601.78,0.0,-1.24,,45.39,0.0,0.481,-5.93,26.14,47.25,3.48,-8.05,,4.695,0.939,3,213,66.2,0.9,Optimistic,66.2,66.7,54.9
2007-11-08,5330.02,0.0,-1.24,,43.24,1.45,0.558,-9.88,25.07,38.92,-1.72,-12.51,,1.408,3.286,4,213,60.2,0.9,Optimistic,60.2,61.1,49.7
2007-11-09,5315.54,0.0,-1.24,,45.73,0.48,0.545,-8.0,25.25,38.53,-2.15,-12.75,,0.463,1.852,5,216,61.2,0.9,Optimistic,61.2,61.9,50.1
2007-11-12,5187.73,0.0,-1.23,,36.31,0.96,0.612,-7.93,24.33,35.18,-4.61,-14.84,,1.395,4.186,6,215,57.9,0.9,Neutral,57.9,58.6,45.3
2007-11-13,5158.12,0.0,-1.23,,36.37,0.0,0.58,-6.84,24.77,34.43,-5.24,-15.33,,1.389,0.463,7,216,59.2,0.9,Neutral,59.2,59.4,44.3
2007-11-14,5412.69,0.0,-1.23,,47.74,0.0,0.605,-3.38,29.7,45.2,-0.73,-11.15,,7.339,0.0,8,218,65.2,0.9,Optimistic,65.2,64.9,54.2
2007-11-15,5365.27,0.0,-1.23,,50.56,0.0,0.572,0.66,42.46,43.76,-1.78,-11.93,,0.939,0.469,9,213,66.9,0.9,Optimistic,66.9,67.5,53.8
2007-11-16,5316.27,0.0,-1.23,,55.09,0.0,0.451,0.01,39.5,42.26,-2.87,-12.73,,0.957,0.0,10,209,66.1,0.9,Optimistic,66.1,66.4,53.4
2007-11-19,5269.82,0.0,-1.22,,67.03,0.0,0.501,1.58,44.29,40.83,-3.83,-13.5,,2.857,0.476,1,210,66.9,0.9,Optimistic,66.9,67.9,56.1
2007-11-20,5293.7,0.0,-1.22,,68.26,0.0,0.606,2.63,49.21,41.92,-3.49,-13.1,,1.408,0.0,2,213,68.5,0.9,Optimistic,68.5,69.4,58.2
2007-11-21,5214.23,0.0,-1.22,,52.93,0.0,0.515,-3.67,29.48,39.33,-5.01,-14.41,,0.467,0.0,1,214,61.5,0.9,Optimistic,61.5,62.3,50.9
2007-11-22,4984.16,0.0,-1.22,,49.36,0.48,0.511,-7.1,25.72,32.98,-9.19,-18.19,,0.0,6.075,1,213,56.1,0.9,Neutral,56.1,57.6,45.4
